0,0,0
1,1,0
2,2,0
3,3,0
4,4,0
5,5,0
6,6,0
7,7,0
8,8,0
9,9,0
10,10,0
11,11,0
12,12,0
13,13,0
14,14,0
15,15,0
16,16,0
17,17,0
18,18,0
19,19,0
20,20,0
21,21,0
22,22,0
23,23,0
24,24,0
25,25,0
26,26,0
27,27,0
28,28,0
29,29,0
30,30,0
31,31,0
32,32,0
33,33,0
34,34,0
35,35,0
36,36,0
37,37,0
38,38,0
39,39,0
40,40,0
41,41,0
42,42,0
43,43,0
44,44,0
45,45,0
46,46,0
47,47,0
48,48,0
49,49,0
50,50,0
51,51,0
52,52,0
53,53,0
54,54,0
55,55,0
56,56,0
57,57,0
58,58,0
59,59,0
60,60,0
61,61,0
62,62,0
63,63,0
64,64,0
65,65,0
66,66,0
67,67,0
68,68,0
69,69,0
70,70,0
71,71,0
72,72,0
73,73,0
74,74,0
75,75,0
76,76,0
77,77,0
78,78,0
79,79,0
80,80,0
81,81,0
82,82,0
83,83,0
84,84,0
85,85,0
86,86,0
87,87,0
88,88,0
89,89,0
90,90,0
91,91,0
92,92,0
93,93,0
94,94,0
95,95,0
96,96,0
97,97,0
98,98,0
99,99,0
100,100,0
101,101,0
102,102,0
103,103,0
104,104,0
105,105,0
106,106,0
107,107,0
108,108,0
109,109,0
110,110,0
111,111,0
112,112,0
113,113,0
114,114,0
0,1,1
0,4,1
0,9,1
0,16,1
0,23,1
0,33,1
0,35,1
0,41,1
0,65,1
0,90,1
0,93,1
0,104,1
1,25,1
1,27,1
1,33,1
1,37,1
1,45,1
1,57,1
1,89,1
1,101,1
1,103,1
1,105,1
1,109,1
2,3,1
2,6,1
2,13,1
2,14,1
2,15,1
2,47,1
2,60,1
2,64,1
2,72,1
2,74,1
2,100,1
2,106,1
3,5,1
3,11,1
3,26,1
3,40,1
3,52,1
3,58,1
3,72,1
3,74,1
3,81,1
3,84,1
3,102,1
4,5,1
4,9,1
4,16,1
4,23,1
4,28,1
4,41,1
4,69,1
4,93,1
4,104,1
4,108,1
5,10,1
5,11,1
5,52,1
5,74,1
5,81,1
5,84,1
5,90,1
5,97,1
5,98,1
5,107,1
6,7,1
6,32,1
6,39,1
6,47,1
6,55,1
6,58,1
6,60,1
6,64,1
6,85,1
6,100,1
6,106,1
7,8,1
7,21,1
7,22,1
7,40,1
7,68,1
7,73,1
7,77,1
7,78,1
7,82,1
7,108,1
7,111,1
8,9,1
8,21,1
8,22,1
8,41,1
8,51,1
8,68,1
8,77,1
8,78,1
8,90,1
8,111,1
9,16,1
9,22,1
9,23,1
9,41,1
9,64,1
9,93,1
9,104,1
9,108,1
10,11,1
10,60,1
10,72,1
10,74,1
10,81,1
10,84,1
10,98,1
10,102,1
10,107,1
11,24,1
11,28,1
11,50,1
11,69,1
11,90,1
11,97,1
11,104,1
12,13,1
12,14,1
12,17,1
12,18,1
12,26,1
12,34,1
12,36,1
12,38,1
12,43,1
12,85,1
13,15,1
13,32,1
13,39,1
13,45,1
13,60,1
13,64,1
13,100,1
13,106,1
13,110,1
14,15,1
14,26,1
14,38,1
14,43,1
14,54,1
14,71,1
14,85,1
14,99,1
15,32,1
15,39,1
15,47,1
15,60,1
15,68,1
15,92,1
15,100,1
15,106,1
15,114,1
16,17,1
16,23,1
16,38,1
16,41,1
16,67,1
16,81,1
16,93,1
16,104,1
17,20,1
17,27,1
17,58,1
17,62,1
17,65,1
17,87,1
17,95,1
17,96,1
17,113,1
18,19,1
18,31,1
18,34,1
18,36,1
18,38,1
18,42,1
18,54,1
18,61,1
18,71,1
18,99,1
19,29,1
19,30,1
19,33,1
19,35,1
19,36,1
19,44,1
19,55,1
19,79,1
19,94,1
19,101,1
20,21,1
20,36,1
20,62,1
20,65,1
20,70,1
20,75,1
20,76,1
20,87,1
20,96,1
20,113,1
21,22,1
21,32,1
21,46,1
21,51,1
21,68,1
21,77,1
21,108,1
21,111,1
22,23,1
22,47,1
22,51,1
22,68,1
22,77,1
22,78,1
22,108,1
23,41,1
23,78,1
23,90,1
23,93,1
23,104,1
23,111,1
24,25,1
24,28,1
24,50,1
24,66,1
24,69,1
24,84,1
24,87,1
24,90,1
24,110,1
25,33,1
25,37,1
25,45,1
25,53,1
25,89,1
25,103,1
25,105,1
25,106,1
25,109,1
26,27,1
26,34,1
26,38,1
26,42,1
26,43,1
26,61,1
26,85,1
27,56,1
27,62,1
27,63,1
27,65,1
27,70,1
27,76,1
27,95,1
27,96,1
28,38,1
28,50,1
28,69,1
28,78,1
28,90,1
28,113,1
29,30,1
29,35,1
29,42,1
29,55,1
29,79,1
29,80,1
29,82,1
29,91,1
29,94,1
29,101,1
30,35,1
30,44,1
30,50,1
30,55,1
30,79,1
30,82,1
30,94,1
30,101,1
30,109,1
31,32,1
31,34,1
31,43,1
31,54,1
31,55,1
31,61,1
31,71,1
31,79,1
31,85,1
31,99,1
32,39,1
32,47,1
32,49,1
32,64,1
32,100,1
32,106,1
33,37,1
33,45,1
33,89,1
33,103,1
33,105,1
33,109,1
34,35,1
34,42,1
34,54,1
34,61,1
34,71,1
34,94,1
34,99,1
35,44,1
35,55,1
35,79,1
35,92,1
35,94,1
35,101,1
36,37,1
36,43,1
36,58,1
36,59,1
37,45,1
37,80,1
37,89,1
37,95,1
37,103,1
37,105,1
37,109,1
38,39,1
38,43,1
38,54,1
38,71,1
38,85,1
39,47,1
39,54,1
39,60,1
39,82,1
39,100,1
39,106,1
40,41,1
40,51,1
40,52,1
40,72,1
40,74,1
40,81,1
40,98,1
40,102,1
40,107,1
41,67,1
41,93,1
41,104,1
42,43,1
42,57,1
42,63,1
43,61,1
43,70,1
43,79,1
43,85,1
44,45,1
44,48,1
44,57,1
44,66,1
44,75,1
44,86,1
44,91,1
44,112,1
45,62,1
45,89,1
45,103,1
45,105,1
45,109,1
46,47,1
46,49,1
46,53,1
46,67,1
46,73,1
46,83,1
46,88,1
46,110,1
46,111,1
46,114,1
47,60,1
47,61,1
47,64,1
47,100,1
48,49,1
48,53,1
48,57,1
48,66,1
48,75,1
48,86,1
48,91,1
48,92,1
48,96,1
48,98,1
49,53,1
49,67,1
49,73,1
49,83,1
49,84,1
49,88,1
49,110,1
49,114,1
50,51,1
50,68,1
50,69,1
50,78,1
50,90,1
51,68,1
51,77,1
51,78,1
51,101,1
51,108,1
51,111,1
52,53,1
52,72,1
52,74,1
52,84,1
52,98,1
52,102,1
52,112,1
53,67,1
53,73,1
53,83,1
53,86,1
53,88,1
53,110,1
53,114,1
54,55,1
54,61,1
54,71,1
54,99,1
55,79,1
55,89,1
55,94,1
55,101,1
56,57,1
56,62,1
56,65,1
56,70,1
56,76,1
56,87,1
56,95,1
56,96,1
56,106,1
57,75,1
57,86,1
57,91,1
57,92,1
57,112,1
58,59,1
58,63,1
58,88,1
58,97,1
58,101,1
58,114,1
59,60,1
59,63,1
59,66,1
59,76,1
59,97,1
59,113,1
60,64,1
60,71,1
60,106,1
61,62,1
61,71,1
61,92,1
61,99,1
62,70,1
62,76,1
62,87,1
62,95,1
62,105,1
63,64,1
63,65,1
63,97,1
63,109,1
63,112,1
64,100,1
64,106,1
64,111,1
65,66,1
65,70,1
65,87,1
65,96,1
65,113,1
66,75,1
66,76,1
66,86,1
66,91,1
66,92,1
66,112,1
67,68,1
67,73,1
67,83,1
67,88,1
67,104,1
67,110,1
67,114,1
68,78,1
68,108,1
68,111,1
69,70,1
69,83,1
69,88,1
69,90,1
69,91,1
69,95,1
70,76,1
70,95,1
70,103,1
70,113,1
71,72,1
71,99,1
72,74,1
72,81,1
72,102,1
72,104,1
72,107,1
73,74,1
73,77,1
73,83,1
73,88,1
