0,0,0
1,1,0
2,2,0
3,3,0
4,4,0
5,5,0
6,6,0
7,7,0
8,8,0
9,9,0
10,10,0
11,11,0
12,12,0
13,13,0
14,14,0
15,15,0
16,16,0
17,17,0
18,18,0
19,19,0
20,20,0
21,21,0
22,22,0
23,23,0
24,24,0
25,25,0
26,26,0
27,27,0
28,28,0
29,29,0
30,30,0
31,31,0
32,32,0
33,33,0
34,34,0
35,35,0
36,36,0
37,37,0
38,38,0
39,39,0
40,40,0
41,41,0
42,42,0
43,43,0
44,44,0
45,45,0
46,46,0
47,47,0
48,48,0
49,49,0
50,50,0
51,51,0
52,52,0
53,53,0
54,54,0
55,55,0
56,56,0
57,57,0
58,58,0
59,59,0
60,60,0
61,61,0
62,62,0
63,63,0
64,64,0
65,65,0
66,66,0
67,67,0
68,68,0
69,69,0
70,70,0
71,71,0
72,72,0
73,73,0
74,74,0
75,75,0
76,76,0
77,77,0
78,78,0
79,79,0
80,80,0
81,81,0
82,82,0
83,83,0
84,84,0
85,85,0
86,86,0
87,87,0
88,88,0
89,89,0
90,90,0
91,91,0
92,92,0
93,93,0
94,94,0
95,95,0
96,96,0
97,97,0
98,98,0
99,99,0
100,100,0
101,101,0
102,102,0
103,103,0
104,104,0
0,1,1
0,2,1
0,3,1
0,4,1
0,5,1
0,6,1
1,3,1
1,5,1
1,6,1
2,4,1
2,5,1
2,7,1
3,5,1
3,8,1
3,9,1
3,10,1
3,11,1
3,12,1 
3,13,1 
3,14,1
3,15,1
3,16,1 
3,17,1
3,18,1
3,19,1 
3,20,1 
3,21,1
3,22,1
3,23,1 
3,24,1
3,25,1
3,26,1
3,27,1
4,5,1
4,6,1
4,28,1 
4,29,1
4,30,1
4,31,1
5,6,1
5,7,1
6,7,1
6,10,1
6,12,1
6,18,1
6,22,1
6,25,1
6,29,1
7,14,1
7,30,1
7,58,1
7,71,1
7,85,1
8,9,1
8,10,1
8,11,1
8,12,1
8,13,1
8,14,1
8,20,1
8,21,1
8,22,1
8,23,1
8,24,1
8,26,1
8,27,1
8,32,1
8,33,1
8,35,1
8,37,1
8,40,1
8,41,1
8,42,1
8,43,1
8,44,1
8,45,1
8,46,1
9,11,1
9,12,1
9,14,1
9,20,1
9,24,1
9,27,1
9,41,1
9,45,1
9,47,1
9,48,1
9,49,1
9,50,1
9,51,1
9,52,1
10,11,1
10,12,1
10,15,1
10,16,1
10,19,1
10,21,1
10,33,1
10,35,1
10,37,1
10,38,1
10,39,1
10,55,1
11,12,1
11,13,1
11,14,1
11,17,1
11,20,1
11,21,1
11,22,1
11,26,1
11,27,1
11,29,1
11,45,1
11,47,1
11,50,1
11,56,1
12,13,1
12,14,1
12,15,1
12,17,1
12,18,1
12,23,1
12,24,1
12,32,1
12,33,1
12,36,1
12,38,1
12,39,1
12,40,1
12,41,1
12,44,1
12,46,1
12,47,1
12,54,1
12,55,1
13,17,1 
13,29,1 
13,32,1
13,40,1
13,42,1
13,43,1
13,44,1
13,47,1
13,57,1
14,25,1
14,26,1
14,58,1
15,16,1
15,55,1
17,47,1
19,55,1
19,56,1
19,77,1
20,24,1
20,40,1
20,48,1
20,49,1
20,53,1
20,57,1
21,23,1
22,25,1
22,40,1
22,52,1
23,27,1
23,32,1
23,33,1
23,47,1
23,54,1
24,26,1
24,40,1
24,47,1
24,53,1
25,40,1
26,40,1
26,45,1
26,47,1
26,53,1
27,40,1
27,41,1
27,47,1
27,54,1
28,66,1
28,72,1
30,31,1
30,58,1
30,66,1
30,67,1
30,70,1
30,73,1
30,74,1
30,75,1
30,76,1
30,77,1
30,79,1
30,80,1
30,82,1
30,83,1
30,84,1
30,86,1
30,93,1
30,99,1
31,49,1
31,73,1
31,74,1
31,75,1
31,76,1
31,77,1
31,78,1
31,82,1
31,91,1
32,33,1
33,37,1
33,38,1
33,39,1
33,47,1
34,35,1
34,36,1
34,37,1
34,38,1
34,39,1
35,36,1
35,37,1
35,38,1
35,39,1
35,40,1
35,43,1
35,44,1
36,41,1
36,47,1
37,38,1
37,47,1
38,39,1
39,40,1
39,42,1
40,41,1
40,42,1
40,44,1
40,45,1
40,47,1
40,53,1
40,54,1
41,47,1
41,54,1
42,43,1
42,47,1
43,56,1
45,47,1
46,47,1
46,102,1
47,54,1
48,49,1
48,57,1
49,57,1
49,58,1
49,72,1
49,76,1
50,58,1
51,52,1
51,58,1
51,64,1
51,65,1
51,69,1
52,58,1
52,64,1
53,76,1
56,57,1
58,64,1
58,65,1
58,68,1
58,69,1
58,77,1
58,85,1
59,60,1
59,61,1
59,62,1
59,63,1
59,99,1
60,62,1
60,63,1
60,84,1
60,86,1
60,99,1
61,86,1
61,95,1
61,101,1
62,63,1
62,84,1
62,99,1
62,100,1
63,99,1
64,65,1
64,66,1
64,67,1
64,68,1
64,69,1
64,70,1
65,67,1
65,68,1
65,69,1
65,85,1
66,67,1
66,70,1
66,72,1
66,73,1
66,74,1
66,76,1
66,80,1
66,84,1
66,85,1
66,86,1
66,88,1
66,89,1
66,90,1
66,93,1
66,96,1
66,97,1
66,99,1
66,100,1
67,103,1
67,104,1
68,71,1
69,104,1
70,71,1
70,72,1
70,75,1
70,90,1
71,72,1
71,73,1
71,74,1
71,75,1
71,76,1
71,77,1
71,78,1
71,79,1
71,80,1
71,81,1
71,82,1
71,83,1
72,73,1
72,74,1
72,75,1
72,76,1
72,78,1
72,79,1
72,80,1
72,82,1
72,84,1
72,85,1
72,86,1
72,87,1
72,88,1
72,89,1
72,90,1
72,91,1
72,92,1
73,74,1
73,75,1
73,82,1
73,83,1
73,84,1
73,86,1
73,89,1
73,92,1
73,93,1
73,94,1
73,95,1
73,96,1
73,97,1
73,98,1
73,99,1
73,100,1
74,75,1
74,78,1
74,79,1
74,82,1
74,84,1
74,87,1
74,88,1
74,91,1
74,98,1
74,99,1
75,76,1
75,77,1
75,78,1
75,79,1
75,82,1
75,83,1
75,84,1
75,91,1
75,92,1
76,77,1
76,82,1
76,83,1
76,84,1
76,86,1
79,84,1
79,91,1
79,100,1
81,84,1
81,86,1
81,97,1
82,84,1
83,84,1
83,87,1
83,100,1
84,86,1
84,87,1
84,88,1
84,89,1
84,94,1
84,96,1
84,97,1
84,99,1
84,100,1
84,101,1
86,89,1
86,93,1
86,97,1
86,100,1
86,101,1
87,98,1
88,89,1
90,91,1
90,99,1
91,98,1
91,100,1
93,94,1
93,99,1
93,102,1
94,95,1
94,96,1
94,101,1
94,102,1
95,102,1
96,97,1
96,100,1
98,100,1
99,100,1
100,101,1
103,104,1
